Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Penelope,Senior,Fawn,Female,4,4,3,5,3,Yes,1.7,58.33
Luna,Senior,Orange,Female,4,6,3,6,3,Yes,1.5999999999999996,55.56
Fergus,Senior,Silver Tabby,Male,4,4,5,4,4,No,1.1,41.67
Avery,Senior,Dilute Calico,Female,5,5,5,5,5,Yes,1.5,52.78
Missy,Young Adult,Dilute Torbie,Female,5,5,6,4,6,No,0.9999999999999998,38.89
Pancake,Mature Adult,Silver Tabby,Female,4,3,3,4,5,Yes,1.4,50.0
George,Young Adult,Chocolate Tabby,Male,5,3,3,5,3,Yes,2.3,75.0
Wrex,Young Adult,Cream,Male,4,4,3,4,3,Yes,1.4,50.0
Felicity,Mature Adult,Black,Female,4,3,2,6,2,Yes,2.3999999999999995,77.78
Gimli,Mature Adult,Orange,Male,5,5,2,5,5,Yes,1.7999999999999998,61.11
Navani,Senior,Torbie,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Matty,Kitten,Chocolate Tabby,Male,4,3,3,5,2,Yes,2.0,66.67
Macaroni,Kitten,Red Tabby,Male,4,5,3,4,3,No,1.2,44.44
Boots,Senior,Chocolate and White,Male,4,3,4,5,4,Yes,1.7000000000000002,58.33
Axel,Senior,Orange and White,Male,4,5,5,4,4,No,0.9,36.11
Xena,Young Adult,Cream,Female,4,5,4,3,4,No,0.7000000000000001,30.56
Arwen,Senior,Dilute Calico,Female,4,3,3,4,4,Yes,1.5,52.78
Delphi,Kitten,Red Tabby,Female,5,4,4,3,4,No,1.2999999999999998,47.22
Winter,Senior,White,Male,4,3,5,5,3,Yes,1.7,58.33
Sasha,Young Adult,Gray Tabby,Female,4,3,2,5,2,Yes,2.0999999999999996,69.44
Minerva,Mature Adult,Black and White,Female,5,4,5,4,4,Yes,1.5,52.78
Winnie,Senior,Dilute Calico,Female,5,5,4,5,2,Yes,1.9000000000000001,63.89
Gabe,Mature Adult,Lilac,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Avi,Young Adult,Gray Tabby,Male,5,4,4,5,4,Yes,1.9,63.89
Matty,Kitten,Orange and White,Male,4,4,4,4,3,No,1.3,47.22
Portia,Mature Adult,Chocolate,Female,5,3,2,3,4,Yes,1.6999999999999997,58.33
Pancake,Mature Adult,Dilute Calico,Female,4,4,3,5,4,Yes,1.6,55.56
Delfina,Young Adult,Gray and White Tabby,Female,5,3,3,5,2,Yes,2.3999999999999995,77.78
Maximus,Mature Adult,Gray,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Soju,Kitten,Cream Tabby,Male,4,4,3,4,3,Yes,1.4,50.0
Kiwi,Kitten,Cinnamon,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Zevran,Senior,Fawn,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Murphy,Senior,Chocolate and White,Male,4,4,5,5,5,No,1.3,47.22
Nugget,Young Adult,Gray and White Tabby,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Dean,Young Adult,Orange,Male,5,5,5,6,2,Yes,2.0999999999999996,69.44
Celeste,Mature Adult,Cinnamon,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Rick,Mature Adult,Cream,Male,3,4,3,4,3,No,1.0,38.89
Patch,Kitten,Gray,Male,5,5,4,4,5,No,1.2999999999999998,47.22
Kimchi,Mature Adult,Cream,Male,4,4,3,4,3,Yes,1.4,50.0
Axel,Kitten,Black,Male,3,5,4,4,4,No,0.6,27.78
Flemeth,Kitten,Gray and White Tabby,Female,5,6,5,5,4,Yes,1.4,50.0
Calliope,Young Adult,Gray and White Tabby,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Arthas,Kitten,White,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
Tiger,Young Adult,Chocolate,Male,5,2,3,5,3,Yes,2.5,80.56
Biscuit,Senior,Cinnamon,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Snickers,Kitten,Brown and White Tabby,Male,5,4,4,4,4,Yes,1.6,55.56
Latte,Senior,White,Male,5,5,5,5,4,Yes,1.6,55.56
Jerry,Senior,Gray,Male,4,4,4,4,3,No,1.3,47.22
Rosie,Mature Adult,White,Female,4,5,2,4,3,No,1.3,47.22
Rogue,Young Adult,Cream Tabby,Male,5,4,4,4,4,Yes,1.6,55.56
Lexi,Mature Adult,Fawn,Female,4,2,3,5,5,Yes,1.9000000000000004,63.89
Gilly,Young Adult,Chocolate Tabby,Female,4,3,4,3,5,No,1.0,38.89
Frodo,Mature Adult,White,Male,4,2,3,4,2,Yes,1.9000000000000001,63.89
Rasha,Young Adult,Gray,Female,5,5,5,4,4,No,1.2999999999999998,47.22
Maddy,Mature Adult,Gray,Female,5,3,3,4,5,Yes,1.7999999999999998,61.11
Lilith,Mature Adult,Chocolate and White,Female,3,3,3,5,5,No,1.3,47.22
Millie,Kitten,Lilac Tortoiseshell,Female,3,2,2,4,2,Yes,1.6,55.56
Minerva,Senior,Cream Tabby,Female,4,4,3,4,3,Yes,1.4,50.0
Penny,Young Adult,Dilute Calico,Female,4,4,3,4,3,Yes,1.4,50.0
Sylvester,Kitten,Chocolate,Male,4,3,4,6,2,Yes,2.1999999999999997,72.22
Lexi,Mature Adult,Lilac Tortoiseshell,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Galadriel,Kitten,Chocolate,Female,4,6,3,4,3,No,0.9999999999999998,38.89
Portia,Mature Adult,Cinnamon,Female,4,3,2,5,4,Yes,1.9,63.89
Fritz,Kitten,Orange and White,Male,5,5,4,5,3,Yes,1.8,61.11
Tulip,Young Adult,Cinnamon,Female,3,4,2,3,5,No,0.6000000000000001,27.78
Bagel,Mature Adult,White,Male,4,5,3,4,3,No,1.2,44.44
Kiwi,Mature Adult,Tortoiseshell,Female,4,3,3,4,4,Yes,1.5,52.78
Reptar,Senior,Gray,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Basil,Kitten,Silver Tabby,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Edie,Kitten,Orange and White,Female,4,4,3,6,2,Yes,2.0999999999999996,69.44
Sierra,Senior,Red Tabby,Female,4,3,4,4,4,Yes,1.4,50.0
Frodo,Mature Adult,Cinnamon,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Avery,Young Adult,Dilute Torbie,Female,4,5,3,4,3,No,1.2,44.44
Macaroni,Mature Adult,Chocolate and White,Male,4,5,4,4,5,No,0.8999999999999999,36.11
Clyde,Senior,Chocolate,Male,5,4,3,5,4,Yes,2.0,66.67
Atticus,Kitten,Orange and White,Male,5,3,4,4,4,Yes,1.7999999999999998,61.11
Sprinkles,Mature Adult,Red Tabby,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Basil,Mature Adult,Gray and White,Male,5,4,6,4,3,Yes,1.4999999999999998,52.78
Muffin,Senior,Gray and White Tabby,Female,4,3,4,5,2,Yes,1.9000000000000001,63.89
Romeo,Young Adult,Cream Tabby,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Rocky,Kitten,Orange and White,Male,5,5,4,5,3,Yes,1.8,61.11
Petunia,Kitten,Chocolate Tabby,Female,4,5,4,3,3,No,0.8,33.33
Wit,Senior,Orange and White,Male,5,3,4,6,2,Yes,2.5999999999999996,83.33
Tawny,Kitten,Chocolate and White,Female,5,3,3,4,6,Yes,1.6999999999999997,58.33
Lucy,Young Adult,Gray Tabby,Female,5,5,5,5,3,Yes,1.7,58.33
Shallan,Young Adult,Orange,Female,4,5,3,5,3,Yes,1.5,52.78
Wilson,Senior,Gray Tabby,Male,4,4,5,4,5,No,1.0,38.89
Gimli,Kitten,Lilac,Male,2,4,3,3,2,No,0.39999999999999986,22.22
Sprinkles,Mature Adult,Gray and White Tabby,Male,5,5,4,3,4,No,1.1,41.67
Lucy,Kitten,Dilute Tortoiseshell,Female,5,3,3,5,4,Yes,2.1999999999999997,72.22
Rocky,Mature Adult,Red Tabby,Male,4,5,3,4,4,No,1.1,41.67
Cleocatra,Kitten,Red Tabby,Female,4,5,3,4,3,No,1.2,44.44
Hunter,Young Adult,Gray and White Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Nala,Mature Adult,Dilute Tortoiseshell,Female,4,3,3,5,2,Yes,2.0,66.67
Remi,Kitten,Orange,Male,4,4,5,4,2,No,1.3,47.22
Winter,Kitten,Red,Male,5,5,4,4,6,No,1.1999999999999997,44.44
Clyde,Young Adult,Brown and White Tabby,Male,4,3,3,4,4,Yes,1.5,52.78
Eowyn,Senior,Cinnamon,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Nova,Mature Adult,Chocolate,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Nemo,Young Adult,Orange and White,Male,4,4,3,4,3,Yes,1.4,50.0
Shadow,Kitten,Brown and White Tabby,Male,3,2,5,3,4,No,0.8000000000000002,33.33
Peanut,Young Adult,Gray Tabby,Female,5,4,4,5,4,Yes,1.9,63.89
Sylvanas,Mature Adult,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Lexi,Young Adult,Dilute Tortoiseshell,Female,5,6,5,3,6,No,0.5999999999999996,27.78
Jasper,Mature Adult,Gray and White,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Celeste,Mature Adult,Gray Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Atticus,Senior,Red Tabby,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Millie,Young Adult,Orange and White,Female,5,4,5,5,4,Yes,1.8000000000000003,61.11
Nemo,Young Adult,Silver Tabby,Male,4,5,4,5,5,No,1.2000000000000002,44.44
Sasha,Kitten,Brown and White Tabby,Female,5,6,3,3,4,No,0.9999999999999997,38.89
Kitty,Young Adult,Silver Tabby,Female,4,3,4,5,2,Yes,1.9000000000000001,63.89
Stella,Senior,Cinnamon,Female,5,3,4,4,5,Yes,1.6999999999999997,58.33
Penelope,Young Adult,Chocolate,Female,5,5,5,5,5,Yes,1.5,52.78
Sierra,Senior,Gray and White,Female,5,4,3,4,3,Yes,1.7999999999999996,61.11
Chester,Mature Adult,Black,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Bailey,Young Adult,Chocolate and White,Female,4,4,4,4,3,No,1.3,47.22
Oreo,Senior,Chocolate,Female,4,4,2,6,2,Yes,2.1999999999999997,72.22
Tasha,Senior,Gray and White,Female,4,4,3,5,2,Yes,1.8,61.11
Zevran,Senior,Gray Tabby,Male,4,2,3,5,4,Yes,2.0000000000000004,66.67
Wanda,Senior,Lilac,Female,4,4,3,5,4,Yes,1.6,55.56
Sammy,Young Adult,Red Tabby,Male,3,2,1,3,3,No,1.3,47.22
Edie,Young Adult,Silver Tabby,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Chloe,Kitten,Torbie,Female,4,2,3,3,5,No,1.3,47.22
Graham,Mature Adult,Orange and White,Male,5,5,4,4,4,Yes,1.4,50.0
Dora,Kitten,Chocolate and White,Female,4,3,5,3,4,No,0.9999999999999999,38.89
Oreo,Mature Adult,Black and White,Male,4,4,4,5,4,Yes,1.5,52.78
Cullen,Young Adult,Gray and White,Male,3,5,3,5,5,No,0.9000000000000001,36.11
Alina,Mature Adult,Lilac Tortoiseshell,Female,5,6,4,6,3,Yes,1.8999999999999997,63.89
Kimchi,Young Adult,Cream,Male,4,3,2,4,3,Yes,1.7,58.33
Athena,Kitten,Red,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Agatha,Young Adult,Silver Tabby,Female,4,3,3,4,5,Yes,1.4,50.0
Neil,Kitten,Chocolate,Male,4,4,4,4,2,Yes,1.4000000000000001,50.0
Garrus,Senior,White,Male,4,3,3,2,4,No,0.8999999999999998,36.11
Sammy,Kitten,Orange,Male,4,5,3,4,3,No,1.2,44.44
Jinx,Young Adult,Gray and White Tabby,Male,4,4,2,5,2,Yes,1.9000000000000001,63.89
Piper,Senior,Cream,Female,4,5,4,4,3,No,1.0999999999999999,41.67
Taffy,Mature Adult,Cinnamon,Female,4,5,4,5,2,Yes,1.5000000000000002,52.78
Sam,Senior,Orange and White,Male,4,5,3,4,5,No,1.0,38.89
Freya,Mature Adult,Torbie,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Ruby,Mature Adult,Silver Tabby,Female,5,6,4,5,3,Yes,1.5999999999999999,55.56
Agatha,Mature Adult,Gray and White Tabby,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Vikki,Kitten,Gray,Female,4,6,5,5,3,No,1.0999999999999999,41.67
Binx,Mature Adult,Lilac,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Ozzy,Young Adult,Silver Tabby,Male,4,4,3,6,4,Yes,1.9,63.89
Muffin,Senior,Lilac Tortoiseshell,Female,5,4,3,5,4,Yes,2.0,66.67
Buccatini,Mature Adult,Gray and White,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Gatsby,Mature Adult,Gray Tabby,Male,5,6,4,4,4,No,1.1999999999999997,44.44
August,Mature Adult,Red Tabby,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Jinxy,Mature Adult,Dilute Calico,Female,4,3,2,4,3,Yes,1.7,58.33
Poppy,Kitten,Chocolate and White,Female,4,4,3,4,5,No,1.2,44.44
Nola,Young Adult,Lilac,Female,5,5,4,5,4,Yes,1.7000000000000002,58.33
Spike,Senior,Fawn,Male,5,5,4,5,2,Yes,1.9000000000000001,63.89
Rasha,Young Adult,Dilute Torbie,Female,5,4,3,4,3,Yes,1.7999999999999996,61.11
Missy,Young Adult,Black,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Winter,Senior,Orange,Male,5,4,3,6,4,Yes,2.3,75.0
Penny,Kitten,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Peaches,Kitten,Cream Tabby,Female,5,5,4,4,5,No,1.2999999999999998,47.22
Neo,Kitten,Gray and White Tabby,Male,5,4,5,4,4,Yes,1.5,52.78
Zevran,Young Adult,Black,Male,5,5,4,4,4,Yes,1.4,50.0
Charlie,Senior,Brown and White Tabby,Male,4,3,5,5,3,Yes,1.7,58.33
Rosie,Mature Adult,Black,Female,4,4,4,6,2,Yes,1.9999999999999998,66.67
Pi ,Mature Adult,Silver Tabby,Female,4,4,3,4,5,No,1.2,44.44
Jasnah,Senior,Calico,Female,4,3,2,6,2,Yes,2.3999999999999995,77.78
Zevran,Kitten,Orange and White,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Kona,Senior,Gray Tabby,Male,5,3,4,5,5,Yes,2.0,66.67
Poppy,Young Adult,Lilac Tortoiseshell,Female,5,6,6,4,4,No,0.9999999999999997,38.89
Tawny,Senior,Cream,Female,5,6,5,4,5,No,0.9999999999999998,38.89
Nugget,Kitten,Fawn,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Rogue,Senior,Cream,Male,4,5,4,3,4,No,0.7000000000000001,30.56
Kona,Mature Adult,Orange and White,Male,4,3,3,5,2,Yes,2.0,66.67
Milo,Mature Adult,Silver Tabby,Male,4,5,3,4,4,No,1.1,41.67
Avery,Kitten,Cream Tabby,Female,5,4,3,4,4,Yes,1.6999999999999997,58.33
George,Mature Adult,Chocolate,Male,4,4,3,4,5,No,1.2,44.44
Lexi,Kitten,Silver Tabby,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Natasha,Mature Adult,Torbie,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Penelope,Kitten,Gray,Female,4,5,4,4,2,No,1.2,44.44
Snickers,Mature Adult,Gray and White,Male,5,5,5,5,3,Yes,1.7,58.33
Ash,Kitten,Brown and White Tabby,Male,5,6,7,5,5,No,1.0999999999999996,41.67
Patch,Kitten,Gray and White Tabby,Male,5,4,5,4,3,Yes,1.5999999999999999,55.56
Lucifer,Senior,Black,Male,4,4,2,4,3,Yes,1.5,52.78
Sasha,Young Adult,Cinnamon,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Rico,Senior,Red,Male,4,3,2,3,4,No,1.2999999999999998,47.22
Tater,Kitten,Gray,Male,5,4,4,6,2,Yes,2.3999999999999995,77.78
Callie,Young Adult,Cream,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Marshmallow,Young Adult,Lilac,Male,4,3,2,4,4,Yes,1.6,55.56
Misty,Young Adult,Tortoiseshell,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Penelope,Senior,Cream Tabby,Female,5,3,3,4,4,Yes,1.9,63.89
Tulip,Mature Adult,Chocolate and White,Female,4,4,3,4,5,No,1.2,44.44
Agatha,Kitten,Tortoiseshell,Female,4,4,5,5,4,Yes,1.4,50.0
Murphy,Young Adult,Calico,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Eowyn,Senior,Torbie,Female,4,4,2,3,5,No,1.0,38.89
Zelda,Young Adult,Dilute Tortoiseshell,Female,5,5,4,5,5,Yes,1.6,55.56
Chloe,Senior,White,Female,4,4,4,5,4,Yes,1.5,52.78
Leo,Senior,Gray and White,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Cullen,Senior,Silver Tabby,Male,4,3,4,3,5,No,1.0,38.89
Snickers,Young Adult,Brown and White Tabby,Male,4,4,3,4,3,Yes,1.4,50.0
Atticus,Senior,Fawn,Male,3,4,3,4,2,No,1.1,41.67
Xena,Kitten,Red Tabby,Female,4,5,3,4,3,No,1.2,44.44
Loki,Mature Adult,Lilac,Male,5,4,3,4,2,Yes,1.8999999999999997,63.89
Shallan,Kitten,Dilute Tortoiseshell,Female,4,3,3,4,5,Yes,1.4,50.0
Arthas,Kitten,Gray Tabby,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
Biscuit,Young Adult,Chocolate Tabby,Male,4,4,3,4,4,No,1.2999999999999998,47.22
George,Senior,Fawn,Male,5,3,3,5,2,Yes,2.3999999999999995,77.78
Nyxi,Senior,Brown and White Tabby,Female,5,3,5,6,3,Yes,2.3999999999999995,77.78
Enzo,Mature Adult,White,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Duchess,Senior,White,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Rosie,Senior,Chocolate Tabby,Female,4,4,2,4,2,Yes,1.6,55.56
Clyde,Young Adult,Fawn,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Cielo,Senior,Chocolate and White,Male,5,5,6,5,3,Yes,1.5999999999999999,55.56
Macaroni,Young Adult,Chocolate,Male,4,4,5,4,2,No,1.3,47.22
Delfina,Mature Adult,Chocolate and White,Female,5,3,4,5,3,Yes,2.2,72.22
Lucifer,Kitten,Gray and White,Male,4,5,3,4,3,No,1.2,44.44
Oreo,Mature Adult,Gray,Female,4,4,3,4,5,No,1.2,44.44
Dora,Kitten,Torbie,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Nacho,Senior,Gray and White,Male,4,4,2,5,4,Yes,1.7000000000000002,58.33
Remi,Senior,Fawn,Male,4,4,3,4,3,Yes,1.4,50.0
Luna,Mature Adult,Brown and White Tabby,Female,5,4,4,5,4,Yes,1.9,63.89
Rosie,Young Adult,Chocolate,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Bailey,Mature Adult,Brown and White Tabby,Female,4,4,3,5,3,Yes,1.7,58.33
Wrex,Mature Adult,Orange,Male,3,5,3,3,3,No,0.5,25.0
Edie,Senior,Black and White,Female,5,3,3,5,3,Yes,2.3,75.0
Salem,Young Adult,Cinnamon,Male,4,4,3,5,3,Yes,1.7,58.33
Sprinkles,Mature Adult,Gray and White,Female,3,2,2,5,2,Yes,1.9000000000000001,63.89
Kasumi,Kitten,Gray and White,Female,4,4,2,5,3,Yes,1.8,61.11
Boots,Senior,Chocolate and White,Male,4,3,2,4,5,Yes,1.5,52.78
Libby,Young Adult,Red Tabby,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Neptune,Mature Adult,Black,Male,4,3,4,4,5,No,1.2999999999999998,47.22
Scout,Young Adult,Lilac,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Darla,Mature Adult,Gray and White Tabby,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Noodle,Mature Adult,Cinnamon,Male,3,5,5,3,4,No,0.20000000000000007,16.67
Jinx,Young Adult,Black and White,Male,4,6,5,5,4,No,0.9999999999999999,38.89
Nyxi,Senior,Tortoiseshell,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Rogue,Kitten,Chocolate and White,Male,4,4,5,4,5,No,1.0,38.89
Donut,Kitten,Cream,Male,4,2,3,6,2,Yes,2.5,80.56
Milo,Senior,Brown and White Tabby,Male,4,4,3,4,3,Yes,1.4,50.0
Vikki,Kitten,Red,Female,4,3,2,4,4,Yes,1.6,55.56
Mufasa,Young Adult,Chocolate and White,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Pancake,Kitten,Lilac,Female,3,4,2,5,3,Yes,1.4000000000000001,50.0
Kitty,Mature Adult,Chocolate,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Garrus,Kitten,Lilac,Male,3,5,4,3,4,No,0.30000000000000004,19.44
Nico,Young Adult,Cinnamon,Male,3,2,3,5,3,Yes,1.7,58.33
Felix,Kitten,Gray and White,Male,5,5,4,4,4,Yes,1.4,50.0
Mischief,Senior,Silver Tabby,Female,4,4,3,5,4,Yes,1.6,55.56
Wit,Kitten,Cinnamon,Male,4,4,3,5,3,Yes,1.7,58.33
Coffee,Senior,Lilac,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Milo,Kitten,Gray and White,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Vesper,Senior,Cinnamon,Male,4,4,3,3,5,No,0.8999999999999999,36.11
Orion,Kitten,Black,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Tali,Mature Adult,Chocolate and White,Female,5,4,4,4,4,Yes,1.6,55.56
Petunia,Senior,Brown and White Tabby,Female,5,4,2,5,3,Yes,2.2,72.22
Trouble,Senior,White,Male,5,3,4,4,4,Yes,1.7999999999999998,61.11
Lucky,Senior,Red,Male,3,3,2,5,2,Yes,1.7000000000000002,58.33
Reptar,Senior,Chocolate,Male,4,5,4,5,3,Yes,1.4000000000000001,50.0
George,Senior,Silver Tabby,Male,3,2,2,4,3,Yes,1.5,52.78
Betsy,Young Adult,Gray and White,Female,4,5,3,4,5,No,1.0,38.89
Fiddler,Young Adult,Red,Male,4,5,4,3,4,No,0.7000000000000001,30.56
Dora,Mature Adult,Dilute Torbie,Female,4,4,3,4,3,Yes,1.4,50.0
Muffin,Kitten,Cream Tabby,Female,4,3,4,3,3,No,1.2,44.44
Zeke,Mature Adult,Gray,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Rogue,Young Adult,Dilute Tortoiseshell,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Tawny,Kitten,Black,Female,4,5,4,5,3,Yes,1.4000000000000001,50.0
Arwen,Young Adult,Dilute Calico,Female,3,5,3,4,3,No,0.8,33.33
Pancake,Mature Adult,Lilac,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Copurrnicus,Mature Adult,Red,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Neil,Young Adult,Brown and White Tabby,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Murphy,Mature Adult,Dilute Tortoiseshell,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Austin,Senior,Lilac,Male,4,4,3,6,3,Yes,1.9999999999999998,66.67
Macaroni,Senior,Brown and White Tabby,Male,4,5,3,4,4,No,1.1,41.67
Shadow,Mature Adult,Lilac,Male,4,4,3,5,3,Yes,1.7,58.33
Smokey,Senior,Black,Male,4,4,3,4,3,Yes,1.4,50.0
Gatsby,Senior,Chocolate Tabby,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Meg,Kitten,Silver Tabby,Female,4,3,2,5,2,Yes,2.0999999999999996,69.44
Gabe,Kitten,Black,Male,4,4,3,5,3,Yes,1.7,58.33
Max,Senior,Chocolate,Male,4,4,2,6,3,Yes,2.0999999999999996,69.44
Gabe,Kitten,Fawn,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Fritz,Kitten,Orange and White,Male,4,3,4,3,6,No,0.8999999999999999,36.11
Lilo,Young Adult,Orange,Female,4,4,3,5,3,Yes,1.7,58.33
Libby,Young Adult,White,Female,4,3,2,4,4,Yes,1.6,55.56
Maisy,Young Adult,Orange,Female,5,4,4,5,2,Yes,2.0999999999999996,69.44
Zelda,Young Adult,Dilute Calico,Female,5,5,6,5,2,Yes,1.7,58.33
Finn,Young Adult,Gray Tabby,Male,5,4,5,6,2,Yes,2.3,75.0
Nikki,Mature Adult,Cinnamon,Female,4,3,2,5,3,Yes,1.9999999999999998,66.67
Hendrix,Senior,Gray and White Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
August,Kitten,Gray and White Tabby,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Mika,Senior,Chocolate Tabby,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Mufasa,Young Adult,Gray Tabby,Male,5,2,5,5,2,Yes,2.4,77.78
Sprinkles,Mature Adult,Gray and White,Male,4,4,3,3,4,No,0.9999999999999999,38.89
Katrina,Kitten,Torbie,Female,5,4,4,6,2,Yes,2.3999999999999995,77.78
Chloe,Kitten,Orange and White,Female,4,3,3,4,5,Yes,1.4,50.0
Poppy,Mature Adult,Gray and White,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Natasha,Mature Adult,Red Tabby,Female,5,5,6,5,4,Yes,1.5,52.78
Simba,Senior,Gray Tabby,Male,4,4,3,5,3,Yes,1.7,58.33
Gilly,Young Adult,Cream Tabby,Female,4,3,3,4,5,Yes,1.4,50.0
Remi,Kitten,Cinnamon,Male,3,3,2,5,2,Yes,1.7000000000000002,58.33
Evie,Mature Adult,Black,Female,4,6,4,3,4,No,0.4999999999999998,25.0
Noodle,Kitten,Gray Tabby,Male,4,4,2,4,3,Yes,1.5,52.78
Max,Kitten,Red,Male,4,4,2,5,3,Yes,1.8,61.11
Murphy,Young Adult,Gray,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Rogue,Mature Adult,Black and White,Male,4,5,5,4,5,No,0.8,33.33
Neo,Young Adult,Orange and White,Male,5,3,4,5,3,Yes,2.2,72.22
Persephone,Senior,Red,Female,4,4,3,4,3,Yes,1.4,50.0
Atlas,Senior,Chocolate,Male,4,4,4,5,5,Yes,1.4,50.0
Parsnip,Kitten,Chocolate and White,Female,5,5,4,4,4,Yes,1.4,50.0
Rasha,Mature Adult,Fawn,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Pumpkin,Senior,Torbie,Female,4,5,5,4,4,No,0.9,36.11
Helios,Kitten,Red,Male,5,4,4,4,5,Yes,1.5,52.78
Catsanova,Mature Adult,Brown and White Tabby,Male,4,4,4,4,5,No,1.1,41.67
Hunter,Senior,Lilac,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Bailey,Senior,Dilute Tortoiseshell,Female,4,4,5,3,5,No,0.7,30.56
Zevran,Young Adult,Fawn,Male,5,4,5,3,5,No,1.0999999999999999,41.67
Kitty,Kitten,Calico,Female,4,3,2,3,4,No,1.2999999999999998,47.22
Navani,Kitten,Gray and White Tabby,Female,5,3,3,3,4,Yes,1.5999999999999996,55.56
Enzo,Young Adult,Gray,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Arwen,Kitten,Red Tabby,Female,5,6,4,5,4,Yes,1.5,52.78
Acorn,Young Adult,Red Tabby,Male,4,3,2,4,3,Yes,1.7,58.33
Snickers,Kitten,Cream Tabby,Male,5,5,5,4,6,No,1.0999999999999999,41.67
Alistair,Mature Adult,White,Male,5,4,5,5,4,Yes,1.8000000000000003,61.11
