Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted Prediction
Cullen,Kitten,Orange and White,Male,9,1,3,4,2,
Soju,Young Adult,Red Tabby,Male,2,1,6,6,4,
Princess,Senior,Fawn,Female,6,1,2,8,1,
Persephone,Young Adult,Black and White,Female,3,6,3,4,6,
Tilly,Kitten,Chocolate Tabby,Female,5,3,6,6,2,
Sylphrena,Mature Adult,Brown and White Tabby,Female,3,6,4,4,1,
Kitty,Mature Adult,Torbie,Female,6,1,6,6,4,
Nora,Young Adult,Dilute Calico,Female,7,4,3,8,6,
Nico,Senior,Orange,Male,9,2,5,7,3,
Kodi,Mature Adult,Chocolate and White,Male,7,4,5,4,4,
Graham,Mature Adult,Red Tabby,Male,4,1,7,7,7,
Gypsy,Senior,Black,Female,3,7,7,5,1,
George,Kitten,Gray and White Tabby,Male,2,1,5,4,4,
Biscuit,Kitten,Black,Male,4,4,6,5,2,
Mochi,Kitten,Gray Tabby,Female,4,4,1,6,1,
Arwen,Young Adult,Calico,Female,5,6,3,7,6,
Dora,Young Adult,Dilute Calico,Female,2,5,7,5,1,
Marshmallow,Kitten,Gray and White,Male,7,1,5,10,4,
Bella,Kitten,Red Tabby,Female,5,5,4,8,2,
Jerry,Senior,Black and White,Male,8,5,7,4,3,
Hunter,Mature Adult,Cream Tabby,Male,7,2,3,4,3,
Cleo,Young Adult,Red Tabby,Female,5,4,9,3,5,
Mittens,Mature Adult,Cream,Male,3,1,3,5,3,
Mordin,Kitten,Gray Tabby,Male,2,1,3,7,2,
Sophie,Senior,Dilute Tortoiseshell,Female,3,2,4,9,4,
Figaro,Mature Adult,Orange and White,Male,4,2,2,4,7,
Cordelia,Kitten,Cream,Female,4,1,3,6,2,
Nibbler,Mature Adult,Cream Tabby,Male,5,1,4,4,6,
Liara,Young Adult,Black and White,Female,2,3,2,4,3,
Mochi,Young Adult,Orange,Female,3,3,3,7,6,
Rasha,Young Adult,Gray,Female,8,1,5,7,4,
Boots,Senior,Red Tabby,Female,2,1,9,1,2,
Spike,Young Adult,Orange,Male,4,1,8,8,1,
Katrina,Mature Adult,Lilac Tortoiseshell,Female,1,3,5,8,4,
Vesper,Kitten,Gray Tabby,Male,3,1,3,5,4,
Celeste,Mature Adult,Gray and White Tabby,Female,4,5,5,5,6,
Snickers,Mature Adult,Cream Tabby,Female,7,3,2,3,2,
Rasha,Senior,Torbie,Female,5,4,3,6,5,
Donut,Mature Adult,Silver Tabby,Male,3,5,3,9,5,
Princess,Kitten,Dilute Tortoiseshell,Female,4,3,1,4,5,
Oreo,Senior,Gray and White,Female,5,2,4,4,7,
Sushi,Mature Adult,Chocolate Tabby,Male,5,1,2,1,3,
Latte,Young Adult,Gray and White,Male,6,1,6,5,5,
Macaroni,Young Adult,White,Male,6,2,4,3,6,
Clawdia,Senior,Gray and White Tabby,Female,3,5,3,5,4,
Pumpkin,Young Adult,Chocolate Tabby,Female,7,1,5,7,1,
Sophie,Senior,Fawn,Female,3,3,4,8,4,
Zoe,Kitten,Calico,Female,6,2,6,4,3,
Sprinkles,Young Adult,Brown and White Tabby,Female,7,4,8,6,1,
Suki,Senior,Orange,Female,4,6,5,5,6,
Cielo,Senior,Gray Tabby,Male,5,1,6,8,2,
Marshmallow,Young Adult,Cream Tabby,Male,4,1,7,5,5,
Sierra,Mature Adult,Orange and White,Female,4,2,5,5,3,
Muffin,Young Adult,Cream Tabby,Female,5,2,7,2,1,
Starlight,Mature Adult,Lilac Tortoiseshell,Female,4,5,7,6,1,
Winnie,Kitten,Tortoiseshell,Female,5,5,4,5,4,
Cash,Young Adult,Black and White,Male,5,1,6,5,4,
Alistair,Mature Adult,Fawn,Male,4,1,7,6,2,
Garrus,Young Adult,Orange and White,Male,6,5,7,4,4,
Penelope,Senior,Gray,Female,4,1,4,6,4,
Penelope,Mature Adult,Orange,Female,1,1,5,8,3,
Ozzy,Kitten,Black,Male,2,2,5,3,1,
Norbert,Senior,Brown and White Tabby,Male,2,4,2,5,4,
Murphy,Kitten,Chocolate,Female,4,2,3,5,3,
Starlight,Young Adult,Orange,Female,7,3,4,7,1,
Bast,Young Adult,Brown and White Tabby,Female,2,1,4,1,5,
Kasumi,Senior,Cinnamon,Female,5,5,8,8,2,
Felix,Young Adult,Chocolate and White,Male,3,1,4,5,4,
Garrus,Senior,Chocolate Tabby,Male,1,5,4,3,3,
Rasha,Kitten,Dilute Tortoiseshell,Female,7,1,5,1,3,
Buttercup,Mature Adult,Gray,Female,6,3,1,7,3,
Kodi,Kitten,Gray Tabby,Male,1,1,7,2,2,
Aloy,Young Adult,Lilac Tortoiseshell,Female,2,2,5,8,2,
Alistair,Kitten,Gray and White Tabby,Male,8,1,2,4,5,
Jasper,Mature Adult,Fawn,Male,3,2,6,5,4,
Millie,Kitten,Gray Tabby,Female,5,1,7,5,4,
Smudge,Kitten,Chocolate Tabby,Male,5,1,6,6,6,
Stitch,Young Adult,Black,Male,5,2,5,8,3,
Jerry,Senior,Cinnamon,Male,4,1,1,10,3,
Lucy,Young Adult,Cream Tabby,Female,6,7,5,6,4,
Persephone,Senior,Red,Female,7,4,3,6,5,
Boots,Mature Adult,Red,Male,4,2,7,7,1,
Binx,Young Adult,Chocolate and White,Male,6,4,6,5,2,
Morrigan,Kitten,Fawn,Female,7,4,7,10,4,
Calliope,Kitten,Black and White,Female,5,1,4,3,1,
Cosmo,Mature Adult,Cinnamon,Male,5,3,7,5,6,
Persephone,Mature Adult,Cream Tabby,Female,2,1,3,4,5,
Portia,Senior,Dilute Tortoiseshell,Female,7,1,4,6,4,
Alina,Young Adult,Lilac,Female,5,1,10,4,1,
Linguine,Kitten,Black and White,Male,3,5,4,2,3,
Daisy,Senior,Chocolate Tabby,Female,4,1,5,4,2,
Athena,Kitten,Dilute Torbie,Female,2,3,7,9,5,
Kimchi,Young Adult,Chocolate Tabby,Male,1,2,6,7,2,
